ROAD ACCESS,FACING,FLOOR,PARKING,BEDROOM,BATHROOM,FURNISH STATUS,Price,Location,LAND AREA,BUILT YEAR,BUILTUP AREA,Living ,Kitchen
13 ft,,,Cars 2,5,3,,"3,00,00,000","jagdol  BudhanilkanthaKathmandu,     Bagmati",3 aana 2 daam,,,2,2
13 ft,,,Cars 2,8,6,,"3,70,00,000","Dharmasthali  TarakeshorKathmandu,     Bagmati",4 aana,,,1,3
13,,,Cars 3-5,5,6,,"4,85,00,000","dholahiti  Lalitpur MetropolisLalitpur,     Bagmati",5 aana,,,2,1
20,,,Cars 3-5,6,4,,"2,75,00,000","Gothatar  Kageshwori ManoharaKathmandu,     Bagmati",3.1 aana,,,2,2
16,,,Cars 2,5,5,,"2,69,00,000","nakkhu  Lalitpur MetropolisLalitpur,     Bagmati",3 Aana 2 Paisa,,,2,2
13,,,Cars 2,5,3,,"5,50,00,000","Sukedhara  BudhanilkanthaKathmandu,     Bagmati",7 aana 2 paisa,,,1,1
14 ft,,,Cars 2,8,5,,"2,80,00,000","Dhaneshwor  TokhaKathmandu,     Bagmati",4 aana,,,3,3
14 ft,,,Cars 2,6,5,,"4,25,00,000","Dhalahiti  Lalitpur MetropolisLalitpur,     Bagmati",4.25 Aana,,,2,2
13 ft,,,,6,4,,"2,20,00,000","Kapan  BhaktapurBhaktapur,     Bagmati",3 aana,,,2,2
13 ft,,,Cars 3-5,6,5,,"4,35,00,000","lasuntar  BudhanilkanthaKathmandu,     Bagmati",5 aana,,,2,2
14 ft,,,Cars 3-5,5,5,,"3,30,00,000","Sukedhara  BudhanilkanthaKathmandu,     Bagmati",3 aana,,,3,3
13 ft,,,Cars 2,2,2,,"1,90,00,000","Hattigauda  BudhanilkanthaKathmandu,     Bagmati",4 aana,,,2,1
13,,,Cars 3-5,7,4,,"6,00,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",8 aana,,,1,1
13,,,Cars 3-5,6,5,,"4,50,00,000","Pasikot  BudhanilkanthaKathmandu,     Bagmati",4.1 aana,,,2,2
16 ft,,,Cars 3-5,6,5,,"5,00,00,000","Budhanilkantha  BudhanilkanthaKathmandu,     Bagmati",6 aana,,,2,2
13 ft,,,Car 1,3,1,,"1,70,00,000","Tikathali  Lalitpur MetropolisLalitpur,     Bagmati",3 aana,,,1,1
13 ft,,,Cars 2,6,5,,"4,95,00,000","Imadol 5 MahalaxmiLalitpur,     Bagmati",Nepal,,,2,2
20 ft,,,,5,5,,"4,30,00,000","Budhanilkantha 04 BudhanilkanthaKathmandu,     Bagmati",4 anna 2 paisa,,,2,1
13 ft,,,Cars 2,6,6,,"3,10,00,000","Hattigauda  BudhanilkanthaKathmandu,     Bagmati",4.5 Aana,,,2,2
13 ft,,,Car 1,5,3,,"3,35,00,000","Imadol 4 BagmatiLalitpur,     Bagmati",Nepal,,,2,2
20 ft,,,Car 1,8,5,,"3,33,00,000","Tikathali  Select MunicipalitySelect District,     Select State",3 ana 3 paisa,,,2,2
20 ft,,,Car 1,7,4,,"2,65,00,000","Tikathali  MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,7,3,,"4,25,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",3 Anna 3 pasia,,,2,2
16 ft,,,,,,,"1,70,00,000","Hulas  JitpursimaraBara,     Madesh",22.5 dhur,,,,
20 ft,,,Car 1,7,5,,"2,85,00,000","Tikathali 5 MahalaxmiLalitpur,     Bagmati",Nepal,,,2,2
13 ft,,,Cars 2,5,2,,"2,65,00,000","Tika 6 MahalaxmiLalitpur,     Bagmati",Nepal,,,1,1
13,,,Cars 3-5,6,3,,"3,65,00,000","Thulobharyang  NagarjunKathmandu,     Bagmati",4 Aana,,,2,2
13 ft,,,Car 1,1,1,,"1,85,00,000","Tokha  TokhaKathmandu,     Bagmati",3.5 aana,,,1,1
13 ft,,,Car 1,6,3,,"2,45,00,000","Kadhaghari  Kageshwori ManoharaKathmandu,     Bagmati",3 aana,,,3,3
13 ft,,,Car 1,3,,,"1,10,00,000","THAIBA 0 GodawariLalitpur,     Bagmati",4 aana,,,,
22,,,Cars 2,3,2,,"2,75,00,000","Chyasundol  BudhanilkanthaKathmandu,     Bagmati",3 aana 3 Paisa 2 Daam,,,1,1
13 ft,,,Cars 2,6,5,,"3,40,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",4 Aana 2 Paisa,,,2,2
13 ft,,,Cars 2,6,5,,"3,50,00,000","kapan  BudhanilkanthaKathmandu,     Bagmati",4 Aana 2 Daam,,,2,2
13 ft,,,Cars 2,6,6,,"4,50,00,000","Tokha  TokhaKathmandu,     Bagmati",5 Aana 1 Paisa 2 Daam,,,2,2
13 ft,,,Cars 2,6,6,,"3,20,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",4 Aana,,,3,3
13 ft,,,Car 1,2,1,,"1,95,00,000","Tokha  TokhaKathmandu,     Bagmati",4 aana,,,1,1
10 ft,,,Cars 2,6,5,,"4,25,00,000","kap  BudhanilkanthaKathmandu,     Bagmati",4 aana,,,1,1
13 Feet,,,Car 1,4,4,,"3,00,00,000","Satdobato 4 Select MunicipalityLalitpur,     Bagmati",3.1,,,1,1
13,,,Cars 3-5,5,5,,"5,75,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",5 aana,,,2,2
13 ft,,,Car 1,5,4,,"3,35,00,000","Imadol  BagmatiLalitpur,     Bagmati",3 aana 1 paisa 1 daam,,,2,2
13 ft,,,,5,5,,"2,90,00,000","Tokha  Kathmandu MetropolisKathmandu,     Bagmati",3 Aana 1 Paisa 3 Daam,,,3,2
13 ft,,,,5,5,,"2,90,00,000","Tokha  Kathmandu MetropolisKathmandu,     Bagmati",3 Aana 1 Paisa 3 Daam,,,3,2
10 ft,,,Cars 3-5,6,5,,"4,00,00,000","Payutar  ChandragiriKathmandu,     Bagmati",4 aana,,,2,1
13 ft,,,Cars 2,7,3,,"2,69,00,000","Balkot 04 Madhyapur ThimiBhaktapur,     Bagmati",3.5 aana,,,3,2
13 ft,,,Motorcycle,6,5,,"2,95,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3aana 2paisa,,,2,2
26 ft,,,Car 1,3,3,,"1,85,00,000","Karki event  BudhanilkanthaKathmandu,     Bagmati",3 aana,,,2,3
13 ft,,,,7,5,,"5,70,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",5 aana,,,2,2
13 ft,,,Car 1,5,4,,"3,25,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3aana 2daam,,,3,3
13,,,Cars 2,5,3,,"2,15,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",3 Aana 2 Daam,,,2,2
10 ft,,,Cars 2,6,3,,"2,35,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",3 Aana 2 Daam,,,1,2
13 ft,,,Cars 3-5,8,7,,"4,50,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",4 Aana 2 Paisa,,,3,2
13 ft,,,Motorcycle,5,4,,"3,20,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",3aana 2daam,,,2,3
26 ft,,,Cars 3-5,5,5,,"9,50,00,000","Dadhikot  Madhyapur ThimiBhaktapur,     Bagmati",13,,,3,1
13,,,Cars 2,6,4,,"3,15,00,000","Imadol  Lalitpur MetropolisLalitpur,     Bagmati",3 Aana 1 Paisa 1 Daam,,,1,2
13 ft,,,Cars 2,6,7,,"3,75,00,000","Imadol  Lalitpur MetropolisLalitpur,     Bagmati",4 Aana 2 Daam,,,1,2
13,,,Cars 3-5,5,3,,"3,50,00,000","Thulobharyang  NagarjunKathmandu,     Bagmati",5 Aana,,,1,1
16 ft,,,Cars 2,5,4,,"4,25,00,000","Lubhu 2 MahalaxmiLalitpur,     Bagmati",5.2 Anna,,,2,2
20 ft,,,Cars 2,3,3,,"10,20,00,000","Nayabazar 16 Kathmandu MetropolisKathmandu,     Bagmati",12 anna,,,2,1
13 ft,,,Cars 2,5,3,,"4,75,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",6 anna 2 paisa,,,1,2
12 ft,,,Car 1,8,5,,"2,30,00,000","Syuchatar  Kathmandu MetropolisKathmandu,     Bagmati",4.2 aana,,,3,2
13 ft,,,Car 1,9,6,,"2,40,00,000","Manmaiju  Kathmandu MetropolisKathmandu,     Bagmati",5 aana,,,3,3
20 ft,,,Cars 3-5,5,5,,"4,35,00,000","Deuba Chowk  BudhanilkanthaKathmandu,     Bagmati",4 Aana 2 Paisa 1 Daam,,,2,1
13,,,Cars 3-5,7,5,,"4,15,00,000","Imadol  Lalitpur MetropolisLalitpur,     Bagmati",4 Aana 1.5 Daam,,,1,2
13 ft,,,Motorcycle,4,3,,"3,20,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",3 aana 2paisa,,,1,1
11,,,Motorcycle,6,4,,"2,90,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Motorcycle,5,4,,"2,80,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,5,4,,"4,00,00,000","Chapali 3 BudhanilkanthaKathmandu,     Bagmati",4.5 aana,,,1,1
20 ft,,,Motorcycle,6,4,,"4,10,00,000","Chapali 3 BudhanilkanthaKathmandu,     Bagmati",4 aana 1paisa,,,1,
13 ft,,,Car 1,4,2,,"1,40,00,000","Bishnupaduka Marg, Mangalbare Chowk 11 DharanSunsari,     Koshi",9 dhur,,,1,1
13 ft,,,Car 1,5,4,,"2,90,00,000","Lamatar 9 MahalaxmiLalitpur,     Bagmati",0-4-3-0,,,1,1
13 ft,,,Motorcycle,6,4,,"2,25,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",2aana 3paisa,,,1,2
20 ft,,,Motorcycle,6,3,,"3,90,00,000","ekantakuna 3 Lalitpur MetropolisLalitpur,     Bagmati",6 aana,,,3,3
12 ft,,,Car 1,5,4,,"3,45,00,000","Hattiban  Lalitpur MetropolisLalitpur,     Bagmati",4 aana,,,2,1
18,,,Cars 3-5,6,5,,"8,50,00,000","Rudreshwor  BudhanilkanthaKathmandu,     Bagmati",9 Aana,,,2,1
14,,,Cars 3-5,6,6,,"3,80,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",4 Aana 1 Paisa,,,2,2
13 ft,,,Car 1,8,5,,"3,20,00,000","Sital height   MahalaxmiLalitpur,     Bagmati",3 ana 3 dam,,,2,2
20 ft,,,Cars 2,7,4,,"4,00,00,000","Raniban  NagarjunKathmandu,     Bagmati",5 aana,,,2,2
20 ft,,,Motorcycle,6,5,,"2,70,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",3aana 2daam,,,2,2
15,,,Cars 3-5,5,4,,"3,60,00,000","Bhangal  BudhanilkanthaKathmandu,     Bagmati",6 Aana,,,2,2
16 ft,,,Car 1,7,4,,"2,75,00,000","Sital height   BagmatiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Cars 2,7,6,,"5,00,00,000","Bhangal  BudhanilkanthaKathmandu,     Bagmati",6 Aana,,,3,2
20 ft,,,Motorcycle,,5,,"4,50,00,000","Sanepa  Lalitpur MetropolisLalitpur,     Bagmati",2 aana 2 paisa,,,,
13 ft,,,Motorcycle,3,5,,"3,75,00,000","Sanagaun 9 MahalaxmiLalitpur,     Bagmati",4.75 aana,,,3,1
26 ft,,,Cars 2,5,5,,"3,60,00,000","Nakhipot  Lalitpur MetropolisLalitpur,     Bagmati",3 Aana 3 Paisa,,,2,2
16,,,Cars 2,6,5,,"4,25,00,000","Bhangal  BudhanilkanthaKathmandu,     Bagmati",4 Aana 2 Paisa,,,2,2
13,,,Cars 2,6,5,,"2,90,00,000","Kapan  BudhanilkanthaKathmandu,     Bagmati",4 Aana 3 Daam,,,2,2
13 ft,,,Cars 2,4,4,,"2,80,00,000","Balambu 5 ChandragiriKathmandu,     Bagmati",4.5 aana,,,2,2
20 ft,,,Car 1,7,6,,"3,15,00,000","Mahalaxmi   MahalaxmiLalitpur,     Bagmati",3ana 1 paisa,,,2,2
13 ft,,,Cars 2,5,3,,"2,15,00,000","Kalanki  Kathmandu MetropolisKathmandu,     Bagmati",1069.726,,,2,2
13 ft,,,Car 1,5,5,,"4,15,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",4aana 2daam,,,2,2
13 ft,,,Motorcycle,5,5,,"3,10,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,5,5,,"2,65,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",3 aana 2p2d,,,2,2
13 ft,,,Motorcycle,5,4,,"2,30,00,000","Tikathali 7 MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
13 ft,,,Car 1,5,3,,"2,60,00,000","Dadhikot  ChangunarayanBhaktapur,     Bagmati",6 aana,,,2,2
4ft,,,Motorcycle,4,4,,"2,00,00,000","Sukedhara 4 Kathmandu MetropolisKathmandu,     Bagmati",4 anna,,,4,4
16 ft,,,Cars 3-5,1,1,,"1,60,00,000","Nayapati 3 GokarneshworKathmandu,     Bagmati",6 Aana 2 Paisa,,,1,1
20 ft,,,Cars 2,10,6,,"7,50,00,000","kadaghari 7 Kageshwori ManoharaKathmandu,     Bagmati",4 aana,,,1,2
12 ft,,,Car 1,4,3,,"2,15,00,000","Balkot 3 SuryabinayakBhaktapur,     Bagmati",4 aana,,,2,2
9,,,Car 1,7,6,,"1,85,00,000","go 5 TarakeshorKathmandu,     Bagmati",3,,,3,3
13 ft,,,Cars 2,7,4,,"3,15,00,000","Guwarko  MahalaxmiLalitpur,     Bagmati",3ana 1 paisa,,,2,2
16 ft,,,Cars 2,5,4,,"4,75,00,000","Bhangal  BudhanilkanthaKathmandu,     Bagmati",5 aana,,,2,2
13 ft,,,,5,5,,"3,55,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",3 aana 1paisa 2daam,,,2,2
13 ft,,,,4,4,,"2,20,00,000","Imadol 4 MahalaxmiLalitpur,     Bagmati",2aana3paisa,,,1,1
16 ft,,,,4,4,,"3,80,00,000","budhanikantha 4 BudhanilkanthaKathmandu,     Bagmati",4 aana2paisa,,,1,1
15 ft,,,Motorcycle,3,2,,"2,80,00,000","grandi villa 6 TokhaKathmandu,     Bagmati",2.5aana,,,1,1
13 ft,,,Motorcycle,6,4,,"3,35,00,000","imadol 4 MahalaxmiLalitpur,     Bagmati",4aana2daam,,,1,1
13 ft,,,Motorcycle,6,5,,"3,10,00,000","kapan 10 BudhanilkanthaKathmandu,     Bagmati",3.5 aana,,,2,1
,,,Motorcycle,5,4,,"5,75,00,000","lubhu 8 MahalaxmiLalitpur,     Bagmati",5 aana,,,2,2
13 ft,,,Motorcycle,7,5,,"3,80,00,000","imadol 3 MahalaxmiLalitpur,     Bagmati",4 aana1paisa,,,2,3
13 ft,,,Cars 5-10,5,5,,"4,00,00,000","tikathali 7 MahalaxmiLalitpur,     Bagmati",12aana 2daam,,,2,2
13 ft,,,Motorcycle,5,4,,"2,50,00,000","jorpati 11 KathmanduKathmandu,     Bagmati",3 aana,,,2,2
13 ft,,,Motorcycle,4,3,,"2,55,00,000","imadol 3 MahalaxmiLalitpur,     Bagmati",3 aana1paisa,,,2,2
13 ft,,,Motorcycle,7,4,,"2,65,00,000","imadol 3 MahalaxmiLalitpur,     Bagmati",3 aana,,,2,2
16 ft,,,Car 1,6,5,,"3,75,00,000","imadol 3 MahalaxmiLalitpur,     Bagmati",4aana1paisa,,,2,2
13 ft,,,Car 1,4,3,,"4,15,00,000","imadol 4 MahalaxmiLalitpur,     Bagmati",4aana 2 daam,,,1,2
13 ft,,,Car 1,7,3,,"4,65,00,000","Harisiddhi 10 MahalaxmiLalitpur,     Bagmati",4aana1paisa,,,1,1
13 ft,,,Car 1,10,6,,"3,15,00,000","TAUKHEL 0 TAUKHELLalitpur,     Bagmati",0-3-1-1,,,1,2
20 ft,,,Cars 2,5,4,,"2,75,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3 aana,,,3,
16 ft,,,Car 1,1,1,,"2,00,00,000","Balkot  BhaktapurBhaktapur,     Bagmati",5ANA 1 PAISA,,,1,1
13 ft,,,Motorbike,4,4,,"2,70,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3 aana 3 daam,,,2,4
20 ft,,,Car 1,4,4,,"4,00,00,000","Syuchatar  KathmanduKathmandu,     Bagmati",4 aana,,,2,1
13 ft,,,Car 1,5,4,,"2,90,00,000","Mahalaxmi   MahalaxmiLalitpur,     Bagmati",4 aana,,,2,2
20 ft,,,Car 2,6,6,,"3,50,00,000","Kmc hospital  2 ChangunarayanBhaktapur,     Bagmati",4 aana 2 daam,,,2,2
20 ft.,,,Motorbike,7,6,,"2,30,00,000","Sitapaila  KathmanduKathmandu,     Bagmati",3 ana,,,2,2
12 ft,,,Car 1,1,1,,"1,25,00,000","Imadol  MahalaxmiLalitpur,     Bagmati",3 aana 2 paisa,,,1,1
26 ft,,,Motorbike,5,4,,"2,50,00,000","Siddhipur 06 MahalaxmiLalitpur,     Bagmati",4anna,,,2,3
15 ft,,,Car 1,4,3,,"1,85,00,000","sukedhara  BudhanilkanthaKathmandu,     Bagmati",0-2-2-1,,,2,2
16 f,,,Car 1,8-12,4,,"4,00,00,000","Ghataghar  MahalaxmiBhaktapur,     Bagmati",5 aana,,,3,2
14 ft,,,Car 2,5,4,,"6,00,00,000","Kapan 11 BudhanilkanthaKathmandu,     Bagmati",7aana,,,1,1
13 ft,,,Car 1,4,3,,"2,75,00,000","Gothatar Height  KathmanduKathmandu,     Bagmati",3 Anaa,,,1,1
11 ft,,,Car 1,5,5,,"3,95,00,000","Gothatar Height  KathmanduKathmandu,     Bagmati",4.5 ana,,,2,1
13 ft,,,Motorbike,6,4,,"3,25,00,000","Srijana Nagar  BharatpurBhaktapur,     Bagmati",3 aana 2 paisa,,,2,2
13,,,Motorbike,8-12,4,,"3,15,00,000","Near amar international hotel 13 Kathmandu MetropolisKathmandu,     Bagmati",3 aana 3 paisa,,,3,3
13 ft,,,Motorbike,4,4,,"2,10,00,000","Dharma chakra galli east last electric poll. 28 Kathmandu MetropolisKathmandu,     Bagmati",2 aana 2 paisa,,,1,1
12 ft,,,Car 5-10,8-12,3,,"6,00,00,000","Maharajgunj  KathmanduKathmandu,     Bagmati",7 aana3paisa,,,1,1
4 ft,,,Motorbike,8-12,2,,"2,00,00,000","Golfutar  BudhanilkanthaKathmandu,     Bagmati",3ana3pais,,,5+,2
20 ft,,,Motorbike,6,4,,"5,80,00,000","Maharajgunj  KathmanduKathmandu,     Bagmati",7 aana 2 paisa,,,2,2
14 ft,,,Motorbike,3,3,,"3,80,00,000","Rudreshwor  BudhanilkanthaKathmandu,     Bagmati",4 aana 3 paisa 3 daam,,,1,1
13 ft,,,Motorbike,3,3,,"8,50,00,000","Bansbari  KathmanduKathmandu,     Bagmati",1 ropani 4 aana,,,1,1
13 ft,,,Motorbike,5,5,,"19,00,00,000","Bansbari  KathmaduKathmandu,     Bagmati",2 ropani 2 aana,,,2,1
13 ft,,,Motorbike,5,4,,"10,40,00,000","Narayanthan  BudhanilkanthaKathmandu,     Bagmati",1 ropani,,,1,1
13 ft,,,Motorbike,5,5,,"6,50,00,000","Maitidevi  kathmanduKathmandu,     Bagmati",9 aana,,,1,1
14 ft,,,Motorbike,5,5,,"12,50,00,000","Katunje  SuryabinayakBhaktapur,     Bagmati",13 aana,,,2,1
14 ft,,,Motorbike,5,4,,"9,60,00,000","Rudreshwor  BudhanilkanthaKathmandu,     Bagmati",13 aana 3 paisa,,,1,1
13 ft,,,Motorbike,5,4,,"3,10,00,000","Hattigauda  BudhanilkanthaKathmandu,     Bagmati",4 aana 1 paisa 1 daam,,,3,2
13 ft,,,Motorbike,5,6,,"11,20,00,000","Chappal Karkhana  KathmanduKathmandu,     Bagmati",17 Ropani,,,2,2
16 ft,,,Motorbike,7,7,,"12,00,00,000","specail chauk 3 BudhanilkanthaKathmandu,     Bagmati",14 aana 1 daam,,,2,1
20 ft,,,Motorbike,5,5,,"13,50,00,000","Pasikot, Budhanilkantha   BudhanilkanthaKathmandu,     Bagmati",15 Aana,,,1,1
12 ft,,,Car 2,4,2,,"2,75,00,000","Bhangal  BudhanilkanthaKathmandu,     Bagmati",3.5aana,,,2,2
13,,,Car 3-5,6,5,,"6,80,00,000","Rudreshwor, Budhanilkantha   BudhanilkanthaKathmandu,     Bagmati",8.5,,,1,1
20 ft,,,Car 2,6,4,,"3,95,00,000","Deuba Chowk, Budhanilkantha   BudhanilkanthaKathmandu,     Bagmati",5 aana,,,1,1
13 ft,,,Car 5-10,5,5,,"11,50,00,000","Rudreshwor, Budhanilkantha   BudhanilkanthaKathmandu,     Bagmati",17 Aana,,,2,2
14 ft,,,Motorbike,5,6,,"3,80,00,000","Golfutar, Budhanilkantha   BudhanilkanthaKathmandu,     Bagmati",4.1 Aana,,,2,2
13 ft,,,Motorbike,4,5,,"5,00,00,000","Kantipur Coloney  LalitpurLalitpur,     Bagmati",7 Aana,,,1,1
13,,,Car 2,4,4,,"4,80,00,000","Manbhaban, Lalitpur   BudhanilkanthaKathmandu,     Bagmati",7,,,1,1
16 ft,,,Motorbike,4,4,,"2,60,00,000","Harharmahadev  Kageshwori ManohoraKathmandu,     Bagmati",3 aana 3 paisa 3 daam,,,1,1
13 ft,,,Car 3-5,5,4,,"14,40,00,000","Ganesh chock, Budhanilkantha   BudhanilkanthaKathmandu,     Bagmati",1 Ropani,,,2,1
13,,,Motorbike,6,5,,"3,50,00,000","Tej Binayak  Kageshwori ManohoraKathmandu,     Bagmati",4 aana 1 paisa 2 daam,,,3,2
16,,,Motorbike,6,6,,"3,25,00,000","Ganesh chock, Budhanilkantha   BudhanilkanthaKathmandu,     Bagmati",3.1,,,1,2
13 ft,,,Motorbike,2,1,,"1,75,00,000","Chappalkarkhana, Budhanilkantha   Kathmandu MetropolisKathmandu,     Bagmati",3 aana 1 daam,,,1,1
13,,,Motorbike,6,6,,"4,35,00,000","Golfutar, Budhanilkantha   BudhanilkanthaKathmandu,     Bagmati",4.3,,,2,2
20,,,Motorbike,1,1,,"15,00,00,000","Tej Binayak  Kageshwori ManohoraKathmandu,     Bagmati",19 Aana,,,1,1
13,,,Car 2,1,1,,"7,00,00,000","Jorpati  KathmanduKathmandu,     Bagmati",10 Aana,,,1,1
20 ft,,,Motorbike,6,3,,"2,80,00,000","Deuwa Chowk  BudhanilkanthaKathmandu,     Bagmati",3 aana 1 paisa,,,2,2
13 ft,,,Motorbike,2,2,,"2,30,00,000","Golfutar  BudhanilkanthaKathmandu,     Bagmati",3 aana,,,1,1
20 ft,,,Motorbike,4,2,,"5,00,00,000","Kadaghari  KathmanduKathmandu,     Bagmati",6 aana,,,1,1
13 ft,,,Motorbike,5,4,,"7,70,00,000","Bishalnagar  kathmanduKathmandu,     Bagmati",6 aana 1 paisa,,,2,2
13 ft,,,Motorbike,5,5,,"3,60,00,000","kupondole  Lalitpur MetropolisLalitpur,     Bagmati",4 aana,,,2,2
20 ft,,,Motorbike,5,4,,"8,00,00,000","dhilahiti  lalitpurLalitpur,     Bagmati",8 aana 3 paisa,,,2,1
20 ft,,,Motorbike,5,4,,"1,20,00,000","Maharajgunj  KathmanduKathmandu,     Bagmati",30.5 anna,,,1,1
16 ft,,,Motorbike,5,5,,"4,20,00,000","Kadaghari  Kageshwori ManohoraKathmandu,     Bagmati",4 aana 1 Paisa 2 Daam,,,2,2
18,,,Motorbike,4,4,,"11,00,00,000","Bhaisepati  LalitpurLalitpur,     Bagmati",7 aana,,,2,1
13 ft,,,Motorbike,6,6,,"2,85,00,000","harisiddhi  Lalitpur MetropolisLalitpur,     Bagmati",3 aana,,,3,3
14 ft,,,Motorbike,7,7,,"8,50,00,000","Imadol  lalitpurLalitpur,     Bagmati",5 aana,,,2,1
13 ft,,,Car 2,5,3,,"2,90,00,000","Manbhawan  lalitpurLalitpur,     Bagmati",3  anna,,,2,2
20 ft,,,Motorbike,6,4,,"2,75,00,000","Baluwatar  KathmanduKathmandu,     Bagmati",3 aana 2 daam,,,2,3
16 ft,,,Motorbike,5,4,,"15,25,00,000","Baneshwor  KathmanduKathmandu,     Bagmati",1 ropani,,,2,1
15 ft,,,Motorbike,5,5,,"13,00,00,000","sanagaun  Lalitpur MetropolisLalitpur,     Bagmati",10 aana,,,2,1
16 ft,,,Motorbike,6,3,,"5,00,00,000","Mandikatar Faat  BudhanilkanthaKathmandu,     Bagmati",4 Aana 3 Daam,,,2,2
20 ft,,,Motorbike,7,5,,"2,35,00,000","Lasuntar  BudhanilkanthaKathmandu,     Bagmati",3 anna,,,2,2
13 ft,,,Motorbike,6,4,,"3,25,00,000","Ganesh Chowk  BudhanilkanthaKathmandu,     Bagmati",3 aana 1 paisa 2 daam,,,2,2
13 ft,,,Motorbike,6,4,,"3,00,00,000","Lasuntar  BudhanilkanthaKathmandu,     Bagmati",3 aana 5 paisa,,,2,2
13 ft,,,Motorbike,6,6,,"4,70,00,000","Sukedhara  BudhanilkanthaKathmandu,     Bagmati",5 aana,,,2,2
13 ft,,,Motorbike,5,5,,"3,40,00,000","Bhangal  BudhanilkanthaKathmandu,     Bagmati",4 aana 2 daam,,,2,2
16 ft,,,Motorbike,6,4,,"4,45,00,000","Rudreshwor  BudhanilkanthaKathmandu,     Bagmati",6 aana,,,2,2
12 ft,,,Motorbike,6,5,,"2,90,00,000","Bhangal  BudhanilkanthaKathmandu,     Bagmati",4 aana,,,2,2
13,,,Motorbike,5,4,,"5,00,00,000","Bansbari  MaharajgunjKathmandu,     Bagmati",8 aana,,,1,1
13,,,Motorbike,5,4,,"3,30,00,000","Golfutar  BudhanilkanthaKathmandu,     Bagmati",3 aana 3 paisa,,,2,2
13 ft,,,Motorbike,5,4,,"14,00,00,000","Rudreshwor  BudhanilkanthaKathmandu,     Bagmati",1 ropani 2 aana,,,2,1
20 ft,,,Motorbike,4,4,,"7,00,00,000","Sukedhara  BudhanilkanthaKathmandu,     Bagmati",10 Aana,,,2,1
13 ft,,,Motorbike,4,5,,"5,00,00,000","Nepal Medical College, Janasagar chowk 8 GokarneshworKathmandu,     Bagmati",7 aana,,,1,1
14 ft,,,Motorbike,5,4,,"11,50,00,000","Rudreshwor  BudhanilkanthaKathmandu,     Bagmati",12 aana,,,2,1
10 ft,,,Car 2,8-12,4,,"3,00,00,000","Ganesh Chowk  BudhanilkanthaKathmandu,     Bagmati",4 anna,,,2,2
13 ft,,,Motorbike,4,4,,"3,75,00,000","Hepali Height  BudhanilkanthaKathmandu,     Bagmati",5 aana 2 paisa,,,2,1
,,,Motorbike,6,6,,"12,00,00,000","Tikathali 5 MahalaxmiLalitpur,     Bagmati",15 aana 1 paisa,,,1,1
20,,,Motorbike,5,5,,"7,20,00,000","Naxal  kathmanduKathmandu,     Bagmati",8 aana,,,2,1
13 ft,,,Car 1,6,5,,"2,40,00,000","Pasikot  BudhanilkanthaKathmandu,     Bagmati",3 Ana 2 Dam,,,3,2
14 ft,,,Motorbike,5,4,,"8,00,00,000","Pabitra tole 6 NagarjunKathmandu,     Bagmati",10 aana,,,1,1
15 ft,,,Motorbike,5,5,,"10,00,00,000","Pabitra basti 6 NagarjunKathmandu,     Bagmati",15 Aana,,,1,1
10 ft,,,Car 1,5,2,,"1,90,00,000","Pasikot  BudhanilkanthaKathmandu,     Bagmati",2.5,,,2,2
10 ft,,,Car 1,5,2,,"1,90,00,000","Rudeshwor  BudhanilkanthaKathmandu,     Bagmati",2.5,,,2,2
,,,Motorbike,6,5,,"7,85,00,000","tangal  KathmanduKathmandu,     Bagmati",8 aana 2 paisa,,,2,1
